City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,rio gallegos,-51.6226,-69.2181,282.18,71,0,1.54,AR,1682299222
364,weno,7.4515,151.8468,305.12,79,75,1.54,FM,1682299222
365,bondo,3.8146,23.6866,293.03,94,99,1.02,CD,1682299223
366,luderitz,-26.6481,15.1594,289.81,59,100,2.17,NA,1682299223
367,tinogasta,-28.0632,-67.5649,286.06,86,100,1.76,AR,1682299223
368,banka,24.8833,86.9167,296.88,56,5,3.45,IN,1682299223
369,cartagena,10.3997,-75.5144,299.94,78,40,3.09,CO,1682299121
370,fontanelas,38.8472,-9.4372,288.55,88,6,3.68,PT,1682299224
371,xilin hot,43.9667,116.0333,282.55,36,100,5.36,CN,1682299224
372,yulinshi,38.2906,109.7494,276.76,79,100,4.44,CN,1682299224
373,mount pearl,47.5166,-52.7813,275.84,96,100,10.29,CA,1682299224
374,al khaburah,23.9886,57.0984,299.35,52,9,0.73,OM,1682299225
375,sitka,57.0531,-135.33,281.09,81,100,5.14,US,1682299225
376,puerto carreno,6.189,-67.4859,299.42,74,84,1.58,CO,1682299226
377,maintirano,-18.0667,44.0167,297.01,84,21,3.49,MG,1682299226
378,alexandria,31.2156,29.9553,291.1,74,0,4.83,EG,1682299226
379,novokuznetsk,53.7557,87.1099,275.48,55,100,1.79,RU,1682299226
380,polyarnyy,69.1989,33.4478,267.05,88,18,5.61,RU,1682299227
381,borovskoy,53.8,64.15,279.4,76,22,4.85,KZ,1682299227
382,eastlake,41.6539,-81.4504,280.08,76,100,4.63,US,1682299227
383,las tunas,20.9617,-76.9511,296.57,71,0,3.74,CU,1682299228
384,ocean shores,46.9737,-124.1563,282.75,92,100,6.69,US,1682299228
385,el fasher,13.6279,25.3494,299.75,39,92,1.6,SD,1682299228
386,mendoza,-32.8908,-68.8272,289.89,67,0,1.54,AR,1682299228
387,arraial do cabo,-22.9661,-42.0278,296.0,69,0,2.21,BR,1682299229
388,salaga,8.5508,-0.5188,299.91,78,100,1.72,GH,1682299229
389,puerto lempira,15.2667,-83.7667,298.75,75,5,4.86,HN,1682299229
390,lae,-6.7221,146.9847,304.93,53,38,0.95,PG,1682299229
391,taroudant,30.4703,-8.877,292.01,63,62,1.95,MA,1682299230
392,san pedro pochutla,15.7333,-96.4667,301.32,73,85,3.1,MX,1682299230
393,xiangyang,32.0422,112.1448,280.55,92,100,3.92,CN,1682299230
394,saint-hilaire-de-talmont,46.47,-1.6036,283.16,83,9,5.91,FR,1682299230
395,callao,-12.0667,-77.15,298.55,78,0,5.66,PE,1682299231
396,palikir - national government center,6.9248,158.1611,299.62,94,100,3.09,FM,1682299231
397,karratha,-20.7377,116.8463,301.77,52,67,0.75,AU,1682299231
398,barcelos,41.5388,-8.6151,289.73,96,94,1.03,PT,1682299231
399,amga,60.8953,131.9608,270.8,85,100,4.93,RU,1682299231
400,baoqing,46.3317,132.2111,282.19,21,3,8.43,CN,1682299232
401,karungdong,5.8844,121.263,302.33,72,98,0.27,PH,1682299232
402,sonseca,39.6775,-3.9745,283.95,75,98,1.18,ES,1682299232
403,island harbour,50.724,-1.2758,280.92,91,8,1.79,GB,1682299232
404,villa gesell,-37.2639,-56.973,289.29,89,15,4.01,AR,1682299233
405,flying fish cove,-10.4217,105.6791,299.96,81,31,7.03,CX,1682299233
406,saint-pierre,-21.3393,55.4781,297.97,73,0,3.6,RE,1682299233
407,oromocto,45.8351,-66.4792,281.88,79,0,6.69,CA,1682299233
408,westhill,57.1526,-2.2797,277.14,86,75,5.14,GB,1682299234
409,nagqu,31.5,92.0,268.49,27,100,3.28,CN,1682299234
410,suzemka,52.3178,34.0689,283.11,62,99,2.1,RU,1682299234
411,ruokolahti,61.2833,28.8333,280.32,83,24,3.35,FI,1682299235
412,sumbawa besar,-8.5,117.4333,301.34,70,30,1.9,ID,1682299235
413,kuta,-8.7233,115.1723,302.12,79,20,2.24,ID,1682298948
414,zima,53.9202,102.0442,277.08,43,0,3.16,RU,1682299235
415,linqiong,30.4159,103.4609,288.05,78,100,1.34,CN,1682299235
416,qoryooley,1.7878,44.53,299.6,82,100,2.23,SO,1682299235
417,vershino-darasunskiy,52.35,115.5167,271.06,25,0,5.36,RU,1682299236
418,mitu,1.1983,-70.1733,295.72,99,100,1.56,CO,1682298971
419,gobabis,-22.45,18.9667,297.29,35,99,2.32,NA,1682299236
420,taunsa,30.7048,70.6505,298.64,18,0,2.97,PK,1682299236
421,nchelenge,-9.3451,28.734,293.42,87,87,2.25,ZM,1682299236
422,escarcega,18.6089,-90.7454,306.68,32,45,3.13,MX,1682299237
423,anshun,26.25,105.9333,283.87,84,100,3.69,CN,1682299237
424,blythe,33.6103,-114.5964,308.17,10,0,7.05,US,1682299237
425,vilyuchinsk,52.9306,158.4028,278.3,75,98,8.04,RU,1682299237
426,tagta,41.6504,59.9164,289.12,39,0,4.12,TM,1682299237
427,ar rass,25.8694,43.4973,296.89,43,73,4.23,SA,1682299238
428,tabou,4.423,-7.3528,299.42,87,100,1.52,CI,1682299238
429,birjand,32.8663,59.2211,284.41,32,0,2.06,IR,1682299238
430,calama,-22.4667,-68.9333,286.42,62,0,5.66,CL,1682299239
431,bomdila,27.25,92.4,283.41,84,100,0.31,IN,1682299161
432,port saint john's,-31.6229,29.5448,292.75,68,98,2.66,ZA,1682299239
433,ekibastuz,51.6667,75.3667,281.09,68,1,8.28,KZ,1682299239
434,lubang,13.8584,120.124,301.3,76,86,7.69,PH,1682299240
435,okhotsk,59.3833,143.3,275.48,65,95,4.11,RU,1682299240
436,russellville,35.2784,-93.1338,285.92,67,0,1.54,US,1682299240
437,castillos,-34.1667,-53.8333,290.45,94,100,2.39,UY,1682299241
438,namibe,-15.1961,12.1522,297.23,68,14,2.63,AO,1682299241
439,portland,45.5234,-122.6762,285.82,71,100,2.68,US,1682298791
440,holualoa,19.6228,-155.9522,299.06,79,75,4.63,US,1682299241
441,luebo,-5.35,21.4167,294.01,100,100,0.25,CD,1682299242
442,loen,7.7601,168.2307,301.11,81,100,8.89,MH,1682299242
443,oyama,36.3,139.8,289.03,24,74,0.99,JP,1682299242
444,tual,-5.6667,132.75,301.3,77,90,3.51,ID,1682299242
445,port douglas,-16.4833,145.4667,299.1,83,87,8.86,AU,1682299243
446,selfoss,63.9331,-20.9971,275.4,93,100,2.44,IS,1682299243
447,al kharijah,25.4514,30.5464,296.28,27,0,4.1,EG,1682299243
448,chingola,-12.529,27.8838,288.68,86,100,1.55,ZM,1682299243
449,nishinoomote,30.7333,131.0,291.46,88,75,5.66,JP,1682299243
450,mvurwi,-17.0333,30.85,287.14,66,100,1.16,ZW,1682299244
451,natchitoches,31.7668,-93.1335,286.14,67,40,4.12,US,1682299244
452,boende,-0.2167,20.8667,293.03,100,100,0.99,CD,1682299244
453,zhaozhou,45.6833,125.3167,283.72,13,100,5.18,CN,1682299244
454,segou,13.4317,-6.2157,305.48,15,4,3.69,ML,1682299244
455,genhe,50.7833,121.5167,277.13,27,100,4.74,CN,1682299245
456,el bauga,18.262,33.9081,302.55,14,12,3.37,SD,1682299245
457,bestobe,52.4994,73.0975,281.38,79,52,7.32,KZ,1682299245
458,sandnessjoen,66.0217,12.6316,272.44,64,100,0.89,NO,1682299246
459,nemuro,43.3236,145.575,277.02,73,94,0.6,JP,1682299246
460,broken hill,-31.95,141.4333,295.13,42,0,6.25,AU,1682299120
461,opuwo,-18.0607,13.84,292.99,62,1,1.66,NA,1682299246
462,jiangyou,31.7667,104.7167,284.22,81,100,1.24,CN,1682299246
463,tucuma,-0.1833,-50.05,297.5,91,76,1.45,BR,1682299246
464,aracatuba,-21.2089,-50.4328,296.45,62,100,3.87,BR,1682299247
465,diamantino,-14.4086,-56.4461,295.61,93,100,1.37,BR,1682299247
466,sumberpucung,-8.1586,112.4829,299.35,83,25,0.83,ID,1682299247
467,greymouth,-42.4667,171.2,287.66,50,4,2.18,NZ,1682299247
468,praia da vitoria,38.7333,-27.0667,291.29,94,75,8.54,PT,1682299248
469,nueva gerona,21.8833,-82.8,299.84,72,48,2.56,CU,1682299248
470,masindi,1.6744,31.715,290.66,97,100,1.31,UG,1682299248
471,nieuw amsterdam,5.8833,-55.0833,297.24,92,100,0.6,SR,1682299248
472,ndibene dahra,15.3338,-15.4766,297.4,37,4,6.11,SN,1682299249
473,shiguai,40.7058,110.2856,277.95,60,87,3.7,CN,1682299249
474,bajil,15.0584,43.2851,301.14,71,45,1.52,YE,1682299249
475,hargeysa,9.56,44.065,295.46,72,16,0.47,SO,1682299249
476,stephenville,32.2207,-98.2023,283.67,88,100,2.57,US,1682299249
477,kiunga,-6.1219,141.2906,299.85,77,99,0.98,PG,1682299250
478,yarmouth,41.7057,-70.2286,284.41,95,100,6.69,US,1682299250
479,purpe,64.4803,76.6897,275.23,100,100,8.57,RU,1682299250
480,harper,4.375,-7.7169,299.41,86,100,1.41,LR,1682299250
481,nanfeng,23.7434,111.7959,290.26,95,100,2.06,CN,1682299250
482,gushu,31.5598,118.4829,286.14,82,100,5.75,CN,1682299250
483,chui,-33.6971,-53.4616,290.83,93,100,2.93,UY,1682299251
484,itoman,26.1247,127.6694,298.36,72,75,6.17,JP,1682299251
485,ilheus,-14.7889,-39.0494,296.25,91,99,3.04,BR,1682299251
486,salaverry,-8.2333,-78.9667,296.36,86,100,1.81,PE,1682299251
487,konduga,11.6558,13.4213,304.51,32,100,2.59,NG,1682299251
488,kirakira,-10.4544,161.9205,303.42,69,16,3.21,SB,1682299251
489,shingu,33.7333,135.9833,289.67,32,100,1.9,JP,1682299251
490,virginia beach,36.8529,-75.978,289.83,72,20,3.09,US,1682299093
491,spoleto,42.7448,12.7374,286.46,81,95,3.27,IT,1682299252
492,minas de marcona,-15.2119,-75.1103,291.31,76,0,4.43,PE,1682299252
493,milagros,12.2181,123.5095,303.26,64,35,4.76,PH,1682299252
494,peterhead,57.5058,-1.7981,277.84,78,100,12.87,GB,1682299252
495,arroyito,-31.4202,-63.05,289.88,48,100,2.61,AR,1682299253
496,mata-utu,-13.2816,-176.1745,300.75,76,5,3.57,WF,1682299253
497,ivdel',60.6911,60.4206,271.09,75,5,2.46,RU,1682299253
498,brigantine,39.4101,-74.3646,289.26,53,0,4.12,US,1682299253
499,constantia,44.1833,28.65,278.54,78,4,2.71,RO,1682299253
500,luanda,-8.8368,13.2343,300.15,89,75,2.06,AO,1682299254
501,el granada,37.5027,-122.4694,293.42,82,100,9.26,US,1682299254
502,port hedland,-20.3167,118.5667,305.18,35,0,3.6,AU,1682299164
503,beatrice,40.2681,-96.747,286.2,24,100,0.0,US,1682299254
504,taltal,-25.4,-70.4833,291.48,81,0,1.1,CL,1682299254
505,asau,46.4333,26.4,278.86,85,26,1.83,RO,1682299254
506,boden,65.8252,21.6886,272.15,98,100,1.84,SE,1682299254
507,igrim,63.1906,64.4162,268.78,80,6,4.66,RU,1682299255
508,aasiaat,68.7098,-52.8699,272.7,99,100,2.8,GL,1682299255
509,madingou,-4.1536,13.55,296.38,93,64,0.76,CG,1682299255
510,linganore,39.4404,-77.208,283.84,52,40,4.12,US,1682299255
511,port augusta,-32.5,137.7667,297.87,34,0,3.82,AU,1682299255
512,tatishchevo,51.6703,45.5953,281.19,62,52,2.2,RU,1682299255
513,plastun,44.7561,136.2939,282.37,31,63,5.43,RU,1682299256
514,nisa,43.7031,7.2661,288.93,73,0,4.63,FR,1682299256
515,puerto deseado,-47.7503,-65.8938,284.76,65,40,4.79,AR,1682299256
516,slonim,53.0867,25.3219,283.26,71,71,3.61,BY,1682299256
517,kudymkar,59.0173,54.656,276.59,77,100,1.65,RU,1682299257
518,floro,61.5996,5.0328,277.72,70,100,6.17,NO,1682299257
519,lusaka,-15.4067,28.2871,290.48,70,97,2.03,ZM,1682299257
520,luocheng,29.3848,104.0286,285.45,70,100,1.13,CN,1682299257
521,xinxiang,35.3089,113.8672,280.23,92,100,3.87,CN,1682299257
522,kudahuvadhoo,2.6708,72.8944,302.46,68,100,3.31,MV,1682299257
523,taroa,8.7058,171.2275,300.91,80,71,8.81,MH,1682299257
524,paulden,34.8856,-112.4682,297.81,20,63,4.02,US,1682299258
525,uvira,-3.4067,29.1458,295.36,89,100,1.48,CD,1682299258
526,bontang,0.1333,117.5,301.19,79,90,1.71,ID,1682299258
527,beira,-19.8436,34.8389,292.98,85,21,2.3,MZ,1682299258
528,cabo san lucas,22.8909,-109.9124,305.32,16,40,2.06,MX,1682299043
529,le vauclin,14.5452,-60.8388,298.18,88,0,1.03,MQ,1682299258
530,colonia,50.9333,6.95,285.35,73,75,3.09,DE,1682299259
531,vorkuta,67.5,64.0,260.5,92,100,4.3,RU,1682299259
532,hohhot,40.8106,111.6522,280.31,53,0,2.0,CN,1682299259
533,cedar city,37.6775,-113.0619,286.15,59,0,4.12,US,1682299122
534,cape coast,5.1053,-1.2466,300.49,84,100,3.46,GH,1682299259
535,brandon,27.9378,-82.2859,300.87,65,0,4.12,US,1682299260
536,corinto,37.9407,22.9573,285.87,77,6,0.98,GR,1682299260
537,kitimat,54.0524,-128.6534,283.1,53,100,0.96,CA,1682299260
538,belyy yar,53.6039,91.3903,274.09,55,0,0.0,RU,1682299260
539,port-vila,-17.7338,168.3219,301.93,70,75,3.6,VU,1682299261
540,auki,-8.7676,160.7034,303.13,68,26,1.65,SB,1682299261
541,madang,-5.2246,145.7966,303.45,64,32,1.58,PG,1682299261
542,namdrik,5.5994,168.1028,301.54,76,53,8.26,MH,1682299261
543,milazzo,38.2212,15.2383,289.16,69,6,1.34,IT,1682299262
544,tuba city,36.135,-111.2399,292.62,21,13,3.46,US,1682299262
545,strugi-krasnyye,58.2675,29.1114,282.83,76,13,3.35,RU,1682299264
546,sengkang,-4.1279,120.0297,302.52,71,20,2.47,ID,1682299264
547,arklow,52.7931,-6.1414,280.42,85,100,1.74,IE,1682299264
548,san sebastian de la gomera,28.0916,-17.1133,292.35,72,0,1.03,ES,1682299264
549,sadat,25.6833,83.2833,299.8,28,100,4.08,IN,1682299265
550,xiongzhou,25.1167,114.3,290.03,94,100,2.34,CN,1682299265
551,alpena,45.0617,-83.4327,276.54,76,100,3.6,US,1682299266
552,snyderville,40.6944,-111.5438,284.43,48,100,0.89,US,1682298986
